accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
P0DOI7	True	False	True	False	True	3	8.79803916473085	Polyomaviridae	KI polyomavirus (isolate Stockholm 380) (KIPyV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
P0DOI6	True	False	True	False	True	3	9.05838865906632	Polyomaviridae	KI polyomavirus (isolate Stockholm 60) (KIPyV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
P0DOI5	True	False	True	False	True	3	9.417920385744587	Polyomaviridae	KI polyomavirus (isolate Stockholm 350) (KIPyV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
P07970	False	False	False	False	False	0	15.296277428278747	Orthomyxoviridae	Influenza C virus (strain C/Mississippi/1980)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P17003	False	False	False	False	False	0	15.43260843412294	Orthomyxoviridae	Influenza C virus (strain C/Hyogo/1/1983)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P17004	False	False	False	False	False	0	15.299819733742805	Orthomyxoviridae	Influenza C virus (strain C/Kyoto/41/1982)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P17005	False	False	False	False	False	0	14.903088265601642	Orthomyxoviridae	Influenza C virus (strain C/Nara/1982)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
F5HE12	False	True	False	False	False	1	13.450946235961737	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Tegument protein UL35
P03211	True	True	True	True	True	5	3.454952755802803	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Epstein-Barr nuclear antigen 1 (EBNA-1) (EBV nuclear antigen 1) (EC 3.1.21.-)
Q1HVF7	True	True	True	True	True	5	3.290226574172531	Orthoherpesviridae	Epstein-Barr virus (strain AG876) (HHV-4) (Human herpesvirus 4)	Epstein-Barr nuclear antigen 1 (EBNA-1) (EBV nuclear antigen 1) (EC 3.1.21.-)
Q3KSS4	True	True	True	True	True	5	3.218891939772817	Orthoherpesviridae	Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4)	Epstein-Barr nuclear antigen 1 (EBNA-1) (EBV nuclear antigen 1) (EC 3.1.21.-)
NP_040917.2	False	False	False	False	False	0	14.634264178043514			
P36724	True	False	True	False	True	3	8.933647540750533	Papillomaviridae	Human papillomavirus type 32	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P68761	False	False	False	False	False	0	15.540510523136197	Orthomyxoviridae	Influenza C virus (strain C/Yamagata/10/1981)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07973	False	False	False	False	False	0	15.151974984832417	Orthomyxoviridae	Influenza C virus (strain C/England/892/1983)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07967	False	False	False	False	False	0	15.252598185834799	Orthomyxoviridae	Influenza C virus (strain C/Pig/Beijing/115/1981)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07971	False	False	False	False	False	0	15.347230956929028	Orthomyxoviridae	Influenza C virus (strain C/Great lakes/1167/1954)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07974	False	False	False	False	False	0	15.341305514449246	Orthomyxoviridae	Influenza C virus (strain C/Taylor/1233/1947)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07966	False	False	False	False	False	0	15.12232126679651	Orthomyxoviridae	Influenza C virus (strain C/Pig/Beijing/439/1982)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07968	False	False	False	False	False	0	15.315399117797739	Orthomyxoviridae	Influenza C virus (strain C/Pig/Beijing/10/1981)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P16726	False	False	False	False	False	0	15.145430727757997	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Capsid vertex component 2
P22153	True	False	True	True	True	4	9.058559006973914	Papillomaviridae	Human papillomavirus 57	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P36728	True	False	True	True	True	4	8.414378866902151	Papillomaviridae	Human papillomavirus 45	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P25481	True	False	True	True	True	4	8.967931709494463	Papillomaviridae	Human papillomavirus type 2a	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P27221	True	False	True	False	True	3	9.158789141530011	Papillomaviridae	Human papillomavirus 42	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P36723	True	False	True	False	True	3	8.96527680107949	Papillomaviridae	Human papillomavirus 27	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P27400	False	True	False	True	False	2	12.523646276287186	Retroviridae	Simian foamy virus type 3 (strain LK3) (SFVagm) (SFV-3)	Gag polyprotein (Pr71Gag) [Cleaved into: Gag protein (p68); p3]
Q80915	True	False	True	True	True	4	9.23586666618356	Papillomaviridae	Human papillomavirus 44	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P06421	True	False	True	False	True	3	9.256899752757423	Papillomaviridae	Human papillomavirus 33	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P26543	True	False	True	False	True	3	9.657477254974651	Papillomaviridae	Human papillomavirus 58	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q81966	True	True	True	False	True	4	8.680282663387246	Papillomaviridae	Human papillomavirus 59	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P20643	False	False	False	False	False	0	16.581152599024293	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Major core protein OPG129 (Virion core protein 4b) (p4b)
M1KJ27	False	False	False	False	False	0	16.48838612905407	Poxviridae	Monkeypox virus (MPXV)	Major core protein OPG129 (Virion core protein 4b)
P0DOM5	False	False	False	False	False	0	16.34813381479028	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Major core protein OPG129 (Virion core protein 4b) (p4b)
Q27ID8	True	False	True	False	False	2	10.089389322736992	Retroviridae	Xenotropic MuLV-related virus (isolate VP62) (XMRV)	Envelope glycoprotein (Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM); R-peptide]
Q2F7J1	True	False	True	False	False	2	10.0845077041731	Retroviridae	Xenotropic MuLV-related virus (isolate VP35) (XMRV)	Envelope glycoprotein (Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM); R-peptide]
Q2F7I8	True	False	True	False	False	2	9.997849357006928	Retroviridae	Xenotropic MuLV-related virus (isolate VP42) (XMRV)	Envelope glycoprotein (Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM); R-peptide]
Q05133	True	False	True	True	True	4	8.74058359853644	Papillomaviridae	Human papillomavirus 7	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
NP_042969.4	False	False	False	False	False	0	16.309081357484406			
Q02261	True	False	True	True	True	4	8.726887273135693	Papillomaviridae	Human papillomavirus 13	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P48313	False	False	False	False	False	0	15.577269783479244	Adenoviridae	Human adenovirus F serotype 40 (HAdV-40) (Human adenovirus 40)	Preterminal protein (pTP) (Bellett protein) (Precursor terminal protein) [Cleaved into: Intermediate terminal protein (iTP); Terminal protein (TP)]
P36725	True	False	True	True	True	4	8.472816581123624	Papillomaviridae	Human papillomavirus type 34	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P36730	True	False	True	True	True	4	8.979683735520325	Papillomaviridae	Human papillomavirus 52	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P24829	True	False	True	True	True	4	8.144630763142207	Papillomaviridae	Human papillomavirus 39	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P36727	True	False	True	False	True	3	9.306211675665534	Papillomaviridae	Human papillomavirus 40	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q809M7	False	False	False	False	True	1	11.19291499866983	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/YU562/2001 H5N1 genotype B)	RNA-directed RNA polymerase catalytic subunit (EC 2.7.7.48) (Polymerase basic protein 1) (PB1) (RNA-directed RNA polymerase subunit P1)
Q00071	False	True	False	True	False	2	12.11729244125554	Retroviridae	Simian foamy virus type 1 (SFVmac) (SFV-1)	Gag polyprotein (Pr71Gag) [Cleaved into: Gag protein (p68Gag); p3 (p3Gag)]
A5HBG1	True	False	True	False	True	3	8.752833152596242	Polyomaviridae	WU polyomavirus (WUPyV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
P87691	False	False	False	False	False	0	15.56308868596808	Orthomyxoviridae	Influenza C virus (strain C/Yamagata/4/1988)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
Q67387	False	False	False	False	False	0	15.908495048362008	Orthomyxoviridae	Influenza C virus (strain C/Nara/2/1985)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P14349	False	True	False	False	False	1	12.680888011058896	Retroviridae	Human spumaretrovirus (SFVcpz(hu)) (Human foamy virus)	Gag polyprotein (Pr71Gag) [Cleaved into: Gag protein (p68Gag); p3 (p3Gag)]
P03114	True	False	True	True	True	4	8.20650039729259	Papillomaviridae	Human papillomavirus type 16	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P04014	True	False	True	True	True	4	8.606439159396457	Papillomaviridae	Human papillomavirus 11	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q84293	True	False	True	True	True	4	8.665224822398454	Papillomaviridae	Human papillomavirus type 6a	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P03113	True	False	True	True	True	4	8.499002592811989	Papillomaviridae	Human papillomavirus type 6b	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q82007	True	False	True	True	True	4	8.565352386554064	Papillomaviridae	Human papillomavirus 73	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q69489	False	False	False	False	False	0	16.22798041025084	Orthoherpesviridae	Human herpesvirus 6A (strain GS) (HHV-6 variant A) (Human B lymphotropic virus)	Glycoprotein 105 (gp105)
Q81999	True	False	True	False	True	3	8.868428691889068	Papillomaviridae	Human papillomavirus 72	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P30005	False	False	False	False	False	0	14.91819245325313	Orthoherpesviridae	Human herpesvirus 6A (strain GS) (HHV-6 variant A) (Human B lymphotropic virus)	120 kDa Glycoprotein O (gO-120K) (Glycoprotein U47) [Cleaved into: 80 kDa Glycoprotein O (gO-80K)]
Q06093	False	False	False	False	False	0	14.52504058671055	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	120 kDa Glycoprotein O (gO-120K) (Glycoprotein U47) [Cleaved into: 80 kDa Glycoprotein O (gO-80K)]
P10274	False	True	False	True	False	2	10.466289263795378	Retroviridae	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	Gag-Pro polyprotein (Pr76Gag-Pro) [Cleaved into: Matrix protein p19 (MA); Capsid protein p24 (CA); Nucleocapsid protein p15-pro (NC') (NC-pro); Protease (PR) (EC 3.4.23.-); p1; Transframe peptide (TFP) (p8)]
P14074	True	True	False	True	False	3	10.013768947635743	Retroviridae	Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1)	Gag-Pro polyprotein (Pr76Gag-Pro) [Cleaved into: Matrix protein p19 (MA); Capsid protein p24 (CA); Nucleocapsid protein p15-pro (NC') (NC-pro); Protease (PR) (EC 3.4.23.-); p1; Transframe peptide (TFP) (p8)]
P0C210	False	True	False	True	False	2	10.757431789068606	Retroviridae	Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C) (HTLV-1)	Gag-Pro polyprotein (Pr76Gag-Pro) [Cleaved into: Matrix protein p19 (MA); Capsid protein p24 (CA); Nucleocapsid protein p15-pro (NC') (NC-pro); Protease (PR) (EC 3.4.23.-); p1; Transframe peptide (TFP) (p8)]
P50765	True	False	True	True	True	4	8.787009858037898	Papillomaviridae	Human papillomavirus type 70	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q80950	True	False	True	True	True	4	8.779732937677545	Papillomaviridae	Human papillomavirus type 61	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P03465	False	False	False	False	False	0	15.38856392658001	Orthomyxoviridae	Influenza C virus (strain C/California/1978)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P07975	False	False	False	False	False	0	15.44189953262977	Orthomyxoviridae	Influenza C virus (strain C/Johannesburg/1/1966)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
P68762	False	False	False	False	False	0	15.399168346503052	Orthomyxoviridae	Influenza C virus (strain C/Ann Arbor/1/1950)	Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)]
Q69572	False	False	False	False	False	0	17.241646816038642	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Glycoprotein Q1 (gQ1) (Glycoprotein 105) (gp105) (Glycoprotein Q-80k) (gQ-80k) (HCLF1 protein)
F5HGJ4	False	False	False	False	False	0	14.865039195030487	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Phosphoprotein 85 (pp85) (Phosphoprotein UL25)
P06789	True	False	True	True	True	4	8.449243584392164	Papillomaviridae	Human papillomavirus type 18	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q9IVZ8	False	False	False	False	False	0	13.06955379686686	Hepeviridae	Hepatitis E virus genotype 4 (isolate Human/China/T1) (HEV-4) (Hepatitis E virus genotype 4 (isolate Human/China/Ct1))	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
P36719	True	False	True	True	True	4	8.817525219700041	Papillomaviridae	Human papillomavirus 3	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P52376	False	False	False	False	False	0	16.93829374640088	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)
Q03500	False	False	False	False	False	0	12.541699146617582	Hepeviridae	Hepatitis E virus genotype 2 (isolate Human/Mexico) (HEV-2)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
P50764	True	True	True	True	True	5	8.53094070703471	Papillomaviridae	Human papillomavirus 29	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
A0A7H0DMZ9	False	True	False	True	True	3	9.1405769555052	Poxviridae	Monkeypox virus (MPXV)	Ankyrin repeat domain-containing protein OPG023 (Host range protein 1)
NP_536437.1	True	True	False	True	True	4	8.78997301664652			
P29326	False	False	False	False	False	0	12.812196262318029	Hepeviridae	Hepatitis E virus genotype 1 (isolate Human/Burma) (HEV-1)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
P33426	False	False	False	False	False	0	12.775636991441255	Hepeviridae	Hepatitis E virus genotype 1 (isolate Human/Pakistan/Sar-55) (HEV-1)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q6J8F7	False	False	False	True	False	1	12.384230209254365	Hepeviridae	Hepatitis E virus genotype 3 (isolate Swine/United States/swUS1) (HEV-3) (Hepatitis E virus genotype 3 (isolate Swine/United States/Meng))	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q9YLQ9	False	False	False	True	False	1	12.349192437991913	Hepeviridae	Hepatitis E virus genotype 3 (isolate Human/United States/US2) (HEV-3)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q81871	False	False	False	False	False	0	13.207170030371913	Hepeviridae	Hepatitis E virus genotype 1 (isolate Human/China/HeBei/1987) (HEV)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q68985	False	False	False	False	False	0	12.79621079840553	Hepeviridae	Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad) (HEV-1)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q04611	False	False	False	False	False	0	12.645432975181375	Hepeviridae	Hepatitis E virus genotype 1 (isolate Human/Myanmar/HEVNE8L) (HEV-1)	Pro-secreted protein ORF2 (Protein ORF2) (pORF2) [Cleaved into: Secreted protein ORF2 (ORF2s)]
Q4JQW3	False	False	False	False	False	0	17.209743588967	Orthoherpesviridae	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	Tegument protein UL46 homolog (Tegument protein VP11/12 homolog)
P50763	True	False	True	True	True	4	8.636090594690032	Papillomaviridae	Human papillomavirus 28	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
P52375	False	False	False	False	False	0	17.777532689277642	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)
P52451	False	False	False	False	False	0	17.88571765209291	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)
P52454	False	False	False	False	False	0	15.814131380155285	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Portal protein
P52453	False	False	False	False	False	0	16.374464827833464	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Portal protein
Q9QU30	False	False	False	False	False	0	13.417451312810428	Anelloviridae	Torque teno mini virus 1 (isolate TLMV-CBD279)	Capsid protein
P52462	False	False	False	False	False	0	12.171451555092037	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
A0A7H0DN47	False	False	False	False	False	0	14.854063856606754	Poxviridae	Monkeypox virus (MPXV)	Protein OPG074
NP_536487.1	False	False	False	False	False	0	14.611814474098173			
P21093	False	False	False	False	False	0	14.717988592024543	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG074 (Protein O1)
P34010	False	False	False	False	False	0	15.099200571049852	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG074 (Protein O1)
Q9QJ23	False	True	False	True	False	2	11.406668429514141	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
P24443	False	True	False	False	False	1	11.775593855487362	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
B9UYK7	False	False	False	False	False	0	12.321438452702752	Parvoviridae	Human bocavirus 2 (HBoV2) (Human bocavirus type 2)	Minor capsid protein VP1 (EC 3.1.1.4)
Q8QN36	True	True	False	True	True	4	8.710967903282121	Poxviridae	Cowpox virus (strain Brighton Red) (CPV)	Ankyrin repeat domain-containing protein OPG023 (Host range protein 1)
C1IWT2	False	False	False	False	False	0	12.191581744597581	Parvoviridae	Human bocavirus 3 (HBoV3) (Adelavirus W471)	Minor capsid protein VP1 (EC 3.1.1.4)
P16793	False	False	False	False	False	0	15.885027838087534	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Packaging protein UL32 homolog (Protein HFRF1)
Q6SW79	False	False	False	False	False	0	16.091682685383393	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Packaging protein UL32 homolog
P12932	False	True	False	True	True	3	9.32550284014279	Poxviridae	Cowpox virus (CPV)	Ankyrin repeat domain-containing protein OPG023 (Host range protein 1)
Q2HR92	False	False	False	False	False	0	17.556540219954037	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)
C5IY46	False	False	True	False	False	1	12.692335496457442	Parvoviridae	Human bocavirus 4 (HBoV4) (Human bocavirus type 4)	Minor capsid protein VP1 (EC 3.1.1.4)
P03269	False	False	False	False	False	0	15.006961517392739	Adenoviridae	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)	Preterminal protein (pTP) (Bellett protein) (Precursor terminal protein) [Cleaved into: Intermediate terminal protein (iTP); Terminal protein (TP)]
P04499	False	False	False	False	False	0	14.819252610774267	Adenoviridae	Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5)	Preterminal protein (pTP) (Bellett protein) (Precursor terminal protein) [Cleaved into: Intermediate terminal protein (iTP); Terminal protein (TP)]
Q9PZT1	False	False	False	True	False	1	11.454166569547048	Parvoviridae	Human parvovirus B19 (strain HV) (HPV B19)	Initiator protein NS1 (NS1) (EC 3.1.21.-) (EC 3.6.4.12) (NCVP1) (Non-capsid protein NS-1) (Non-structural protein 1) (Non-structural protein NS1)
P07298	False	False	False	True	False	1	11.308602987359205	Parvoviridae	Human parvovirus B19 (isolate AU) (HPV B19)	Initiator protein NS1 (NS1) (EC 3.1.21.-) (EC 3.6.4.12) (NCVP1) (Non-capsid protein NS-1) (Non-structural protein 1) (Non-structural protein NS1)
NP_694863.1	False	False	False	True	False	1	10.951341256131062			
Q3YPH4	False	False	True	False	True	2	12.368960103430695	Parvoviridae	Primate bocaparvovirus 1 (strain Human bocavirus 1 type 1) (HBoV1) (Human bocavirus type 1)	Minor capsid protein VP1 (EC 3.1.1.4)
Q9YX78	False	False	False	False	True	1	14.240549812697619	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/220/1997 H5N1 genotype Gs/Gd)	Polymerase basic protein 2 (RNA-directed RNA polymerase subunit P3)
A4GZ97	False	False	True	False	False	1	12.978743483111515	Anelloviridae	Torque teno midi virus 1 (isolate MD1-073)	Capsid protein
P16732	False	False	False	False	False	0	12.054780626806178	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
F5HCU8	False	False	False	False	False	0	11.847525257777509	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
O11457	False	False	False	False	True	1	12.682226111142633	Filoviridae	Zaire ebolavirus (strain Gabon-94) (ZEBOV) (Zaire Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
Q7T9D9	False	False	False	False	True	1	13.29778826635303	Filoviridae	Sudan ebolavirus (strain Human/Uganda/Gulu/2000) (SEBOV) (Sudan Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
P87671	False	False	False	False	True	1	12.437673041044555	Filoviridae	Zaire ebolavirus (strain Eckron-76) (ZEBOV) (Zaire Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
Q05320	False	False	False	False	True	1	12.716225207335896	Filoviridae	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: Shed GP (GP1,2-delta); GP1; GP2]
