accession	label	split
sp|B5FMM8|LIPA_SALDC	nonviral	val
sp|A9MW04|RF1_SALPB	nonviral	train
sp|Q1H595|LSM2_ARATH	nonviral	train
sp|Q2U0J8|HEPF_ASPOR	nonviral	val
sp|Q9P6P0|TAF3_SCHPO	nonviral	val
sp|Q0H8Z1|IEND3_MYCMD	nonviral	val
sp|P0CD88|RL5_CHLTR	nonviral	train
sp|Q9P374|YLM7_SCHPO	nonviral	test
sp|Q7RY78|SEN15_NEUCR	nonviral	train
sp|Q9JWJ8|Y341_NEIMA	nonviral	train
sp|P73312|RL29_SYNY3	nonviral	train
sp|Q1DFT5|POPC_MYXXD	nonviral	val
sp|B1XHE2|CUTC_ECODH	nonviral	train
sp|B8DDS9|FMT_LISMH	nonviral	train
sp|A7ML09|Y777_CROS8	nonviral	train
sp|C4ZPV5|ISPH_ECOBW	nonviral	train
sp|Q6HDM2|RECO_BACHK	nonviral	test
sp|P52620|DPO3B_VIBHA	nonviral	train
sp|B1LDF3|SPRT_ECOSM	nonviral	val
sp|Q8D5P5|DEF2_VIBVU	nonviral	train
sp|P9WEZ1|PYTI_ASPTE	nonviral	train
sp|Q6D9J6|DSBD_PECAS	nonviral	test
sp|B0Y953|PLYF_ASPFC	nonviral	val
sp|Q9CMJ4|Y830_PASMU	nonviral	train
sp|O32960|Y860_MYCLE	nonviral	train
sp|Q02XM9|RBSA_LACLS	nonviral	train
sp|Q03MR6|DNAK_STRTD	nonviral	test
sp|Q9LD46|CRD1_CHLRE	nonviral	train
sp|C1DLA8|IOLG_AZOVD	nonviral	train
sp|Q92FR2|AGRB_LISIN	nonviral	val
sp|Q9I843|PA2BE_LATSE	nonviral	train
sp|Q1BGY8|Y6253_BURO1	nonviral	train
sp|Q9X199|SYS_THEMA	nonviral	train
sp|Q8CJ52|PROM2_RAT	nonviral	val
sp|G7JND3|CN15B_MEDTR	nonviral	val
sp|Q3MC76|DCUP_TRIV2	nonviral	train
sp|Q833Y8|PURQ_ENTFA	nonviral	val
sp|Q8GUN2|HINT1_ARATH	nonviral	test
sp|Q93244|CYSK1_CAEEL	nonviral	train
sp|P43363|MAGAA_HUMAN	nonviral	val
sp|Q03UD6|RS18_LEVBA	nonviral	train
sp|Q5R027|RL21_IDILO	nonviral	test
sp|Q3Z993|AROC_DEHM1	nonviral	train
sp|A4WDQ1|LUXS_ENT38	nonviral	train
sp|O73984|SYFB_PYRHO	nonviral	val
sp|B7UQI7|NSRR_ECO27	nonviral	test
sp|O60131|YH7H_SCHPO	nonviral	train
sp|P40817|DPAL_SALTY	nonviral	train
sp|Q9WZC6|SOR_THEMA	nonviral	test
sp|B4II52|TOTX_DROSE	nonviral	train
sp|P40918|HSP70_DAVTA	nonviral	val
sp|Q6NCX8|DAPB_RHOPA	nonviral	train
sp|B2K7H8|SELA_YERPB	nonviral	train
sp|P08647|RAS_SCHPO	nonviral	train
sp|Q9FIH1|FB281_ARATH	nonviral	train
sp|B6JM90|GREA_HELP2	nonviral	train
sp|P0DY15|NDB23_SCOPA	nonviral	train
sp|Q3J8R9|RL22_NITOC	nonviral	val
sp|Q2G1Q2|PLC_STAA8	nonviral	val
sp|Q6RS96|FAD22_DIMSI	nonviral	train
sp|P0DJ21|RL29_TETTH	nonviral	test
sp|Q5E6N6|SEQA_ALIF1	nonviral	train
sp|P55678|FER3_SINFN	nonviral	test
sp|B7MUT7|SOTB_ECO81	nonviral	train
sp|Q9PJX7|OBG_CHLMU	nonviral	val
sp|Q0CSA0|TAZM_ASPTN	nonviral	test
sp|A4SYT7|RNH2_POLAQ	nonviral	test
sp|Q8FF08|UNG_ECOL6	nonviral	val
sp|Q7MF44|PHNW_VIBVY	nonviral	train
sp|P12382|PFKAL_MOUSE	nonviral	train
sp|A5U8D2|RL17_MYCTA	nonviral	test
sp|B1K943|Y5473_BURO0	nonviral	train
sp|A7ZYQ6|FABA_ECOHS	nonviral	train
sp|Q72NZ8|THIC_LEPIC	nonviral	train
sp|Q5U316|RAB35_RAT	nonviral	train
sp|A6LM32|DNAK_THEM4	nonviral	train
sp|Q9Z3R1|RHBB_RHIME	nonviral	train
sp|P48298|CCL11_MOUSE	nonviral	test
sp|P63474|ACPS_STRP8	nonviral	test
sp|P73448|NARB_SYNY3	nonviral	val
sp|B8GXG1|HEM3_CAUVN	nonviral	train
sp|P91895|TPIS_ANOME	nonviral	train
sp|B5R9A9|PSD_SALG2	nonviral	test
sp|B0K5I9|VATB_THEPX	nonviral	val
sp|Q6C7Q6|GPI7_YARLI	nonviral	train
sp|Q9A4R9|CCME_CAUVC	nonviral	test
sp|P0DE21|RL21_STRPQ	nonviral	train
sp|A5PMW0|CTL5A_DANRE	nonviral	train
sp|Q57120|VAPB2_HAEIN	nonviral	test
sp|Q2FGY6|SYN_STAA3	nonviral	train
sp|P01379|3L21_LATSE	nonviral	test
sp|B7UMF3|IBPB_ECO27	nonviral	train
sp|Q21K22|SYS_SACD2	nonviral	test
sp|Q9KFP1|METE_HALH5	nonviral	val
sp|Q8CTQ5|Y353_STAES	nonviral	train
sp|Q5QWR1|RECR_IDILO	nonviral	train
sp|A8Z4A3|PDRP_STAAT	nonviral	train
sp|B8GIC5|ILVC_METPE	nonviral	train
sp|Q54AK6|UB2JL_DICDI	nonviral	train
sp|A4SE69|PUR7_CHLPM	nonviral	val
sp|Q8GXT7|P4H12_ARATH	nonviral	train
sp|Q27896|TRF_DROME	nonviral	train
sp|Q2S0V8|PRMC_SALRD	nonviral	test
sp|P0DL50|NA122_ANEVI	nonviral	val
sp|D0N4E0|RXLRA_PHYIT	nonviral	train
sp|B1MAS5|ECTC_MYCA9	nonviral	train
sp|Q8BGD0|CEP15_MOUSE	nonviral	test
sp|P0CI45|LV1A2_LYCMC	nonviral	test
sp|P40371|PP2C1_SCHPO	nonviral	val
sp|Q06FM8|RK14_PELHO	nonviral	train
sp|Q492F3|UPP_BLOPB	nonviral	train
sp|P0DX66|CAP18_ECOKT	nonviral	train
sp|P56304|CHLI_CHLVU	nonviral	train
sp|Q5LWX7|FLGH_RUEPO	nonviral	train
sp|Q5F4Y8|SYGA_NEIG1	nonviral	test
sp|A9IVZ5|RPOA_BART1	nonviral	train
sp|B3DM66|GP161_XENTR	nonviral	train
sp|Q8MHY9|KLRD1_PONPY	nonviral	train
sp|Q5SKP2|DCUP_THET8	nonviral	train
sp|P9WKE6|KHSE_MYCTO	nonviral	train
sp|Q53T59|H1BP3_HUMAN	nonviral	test
sp|Q8Y6U3|ARGB_LISMO	nonviral	val
sp|A1TXT7|PEPQ_MARN8	nonviral	train
sp|B7L855|MDTL_ECO55	nonviral	val
sp|A8A9W1|AROC_IGNH4	nonviral	train
sp|Q7A0Y7|GLCT_STAAW	nonviral	train
sp|Q96C34|RUND1_HUMAN	nonviral	train
sp|Q8BXR9|OSBL6_MOUSE	nonviral	test
sp|Q8L4B2|NFYC9_ARATH	nonviral	train
sp|O93934|DHE4_BOTFU	nonviral	train
sp|Q1CHQ1|NUOA_YERPN	nonviral	test
sp|Q4JT88|RL15_CORJK	nonviral	train
sp|P30527|HEM3_YERIN	nonviral	train
sp|Q32BY6|PGK_SHIDS	nonviral	train
sp|A5VSF3|ACSA_BRUO2	nonviral	test
sp|G5EDE1|GFI1H_CAEEL	nonviral	val
sp|Q9HIH8|GUAAB_THEAC	nonviral	val
sp|A0Q556|SYM_FRATN	nonviral	test
sp|Q6AP45|RS11_DESPS	nonviral	train
sp|P61835|H3_HYPJE	nonviral	train
sp|P49853|YKJA_BACSU	nonviral	train
sp|P21303|PK66_PLAKU	nonviral	test
sp|A0Q299|THIM_CLONN	nonviral	train
sp|C3LHZ0|TMCAL_BACAC	nonviral	train
sp|O85072|LEUC_BUCDN	nonviral	test
sp|Q5WWL7|RL9_LEGPL	nonviral	val
sp|Q8RG96|RECR_FUSNN	nonviral	train
sp|Q605G9|PANC_METCA	nonviral	val
sp|Q89A75|RS17_BUCBP	nonviral	train
sp|G9M9M3|F6H22_IPOBA	nonviral	train
sp|Q8TYC7|PFDB_METKA	nonviral	val
sp|B8EFD3|Y3241_SHEB2	nonviral	train
sp|P75177|DPO3X_MYCPN	nonviral	train
sp|Q58574|PYRG_METJA	nonviral	train
sp|Q0H8W8|NU6M_MYCMD	nonviral	val
sp|B9MLC6|DDL_CALBD	nonviral	train
sp|B2UZ25|GATC_CLOBA	nonviral	test
sp|Q0I0B4|RL10_SHESR	nonviral	train
sp|A0RIZ3|URK_BACAH	nonviral	train
sp|P53401|SUCA3_TRIVA	nonviral	test
sp|P15246|PIMT_BOVIN	nonviral	train
sp|B9E909|SYS_MACCJ	nonviral	train
sp|Q7U366|MIAA_BORPE	nonviral	val
sp|Q6U7Y2|NU4LM_MONPE	nonviral	train
sp|Q6YX89|CYL4_ORYSJ	nonviral	train
sp|Q54YB7|MYBF_DICDI	nonviral	train
sp|C1F404|ATPD_ACIC5	nonviral	val
sp|A6QAX2|HSLV_SULNB	nonviral	test
sp|P48682|RBL_AMATR	nonviral	val
sp|B1IAA1|SYFA_STRPI	nonviral	test
sp|A6WU49|CYOE2_SHEB8	nonviral	train
sp|Q9RY06|SYV_DEIRA	nonviral	val
sp|C1GAZ3|SLX4_PARBD	nonviral	train
sp|P70949|SUFT_BACSU	nonviral	train
sp|O22056|SIGB_ARATH	nonviral	train
sp|Q13TG6|RS7_PARXL	nonviral	test
sp|B3PIU1|YIDC_CELJU	nonviral	test
sp|P00964|GLN1B_NOSS1	nonviral	test
sp|B9EBB9|TRMD_MACCJ	nonviral	train
sp|Q9V2Z4|ACDB2_METTE	nonviral	train
sp|P42758|XERO2_ARATH	nonviral	train
sp|Q9P7J2|NHEJ1_SCHPO	nonviral	train
sp|A5ULM4|RS10_METS3	nonviral	train
sp|Q66B20|ASTA_YERPS	nonviral	train
sp|Q68EW7|MED11_XENLA	nonviral	train
sp|B1Z0R0|NADE_BURA4	nonviral	test
sp|Q8EK77|RL1_SHEON	nonviral	test
sp|B3DYQ6|SYI_METI4	nonviral	train
sp|Q09903|DRS1_SCHPO	nonviral	test
sp|Q57PV3|SYT_SALCH	nonviral	test
sp|C4ZVV8|MURR_ECOBW	nonviral	train
sp|I3LK75|NADC_PIG	nonviral	val
sp|B7KN34|BIOB_METC4	nonviral	train
sp|Q8D4Q2|PDXY_VIBVU	nonviral	train
sp|C1KWF5|DEOD_LISMC	nonviral	test
sp|Q5LPT8|COAX_RUEPO	nonviral	train
sp|Q5N5R2|PSBA1_SYNP6	nonviral	train
sp|Q4A7X8|RSMH_MESH7	nonviral	test
sp|P0CW96|WAPP_COCP7	nonviral	train
sp|Q1BYF4|TRMB_BURO1	nonviral	val
sp|B2SD40|MSRQ_BRUA1	nonviral	val
sp|Q74FM7|SYGB_GEOSL	nonviral	test
sp|C3MPQ5|DPHB_SACI2	nonviral	val
sp|Q2NVK1|RL19_SODGM	nonviral	val
sp|A7ZAV8|NOC_BACVZ	nonviral	train
sp|B2SGG9|HEM6_FRATM	nonviral	test
sp|B3GYP5|SELA_ACTP7	nonviral	train
sp|Q3IL10|SYM_PSET1	nonviral	test
sp|A6T5F6|THII_KLEP7	nonviral	train
sp|B0RUB3|Y3490_XANCB	nonviral	train
sp|Q65PJ9|RECR_BACLD	nonviral	train
sp|Q3AME2|METK_SYNSC	nonviral	test
sp|B0R6W9|NADE_HALS3	nonviral	val
sp|A0RXV2|G1PDH_CENSY	nonviral	train
sp|C5A7L1|PSB1_THEGJ	nonviral	train
sp|Q6GJ99|HPS_STAAR	nonviral	val
sp|A0QWT3|METK_MYCS2	nonviral	test
sp|P64798|MTCA1_MYCBO	nonviral	train
sp|Q472D5|MNMC_CUPPJ	nonviral	val
sp|Q9U1M2|TM120_DROME	nonviral	train
sp|B5YVX7|YCFP_ECO5E	nonviral	train
sp|Q9W742|FZ10B_XENLA	nonviral	test
sp|P49113|IL8_CAVPO	nonviral	val
sp|Q7U453|NDHO_PARMW	nonviral	train
sp|A8IAP8|RL18_AZOC5	nonviral	val
sp|P66871|SUCC_STAAM	nonviral	train
sp|Q8YQZ0|URE1_NOSS1	nonviral	train
sp|B9E0W7|SEPF_CLOK1	nonviral	val
sp|A9R484|Y3698_YERPG	nonviral	train
sp|B7LUF5|HIS4_ESCF3	nonviral	train
sp|Q02879|TBP2_WHEAT	nonviral	val
sp|P61750|ARF4_MOUSE	nonviral	train
sp|P35674|HRPZ_PSESY	nonviral	train
sp|P0CX00|RS12_HALSA	nonviral	train
sp|O16580|GLCM1_CAEEL	nonviral	train
sp|Q708Y0|EBF2_ARATH	nonviral	train
sp|Q5HPE5|DAPH_STAEQ	nonviral	train
sp|Q9EQ09|OLR1_MOUSE	nonviral	train
sp|Q9C0F3|ZN436_HUMAN	nonviral	train
sp|O93537|LDHA_HARAN	nonviral	train
sp|O54608|Y3061_HALSA	nonviral	val
sp|Q1GPB5|RL18_SPHAL	nonviral	train
sp|P68568|RSMJ_ECO57	nonviral	val
sp|B7MJ95|YCFP_ECO45	nonviral	train
sp|A3DJI1|RS17_ACET2	nonviral	train
sp|Q2LSG3|YIDD_SYNAS	nonviral	train
sp|A0KEJ2|NORW_AERHH	nonviral	train
sp|Q9I3C3|PANB1_PSEAE	nonviral	test
sp|Q9IAB0|VM2CO_AGKCO	nonviral	train
sp|Q9D5J6|SHPK_MOUSE	nonviral	train
sp|Q32G84|VES_SHIDS	nonviral	test
sp|Q8FKZ8|YAEP_ECOL6	nonviral	train
sp|B8HW27|COMB_CYAP4	nonviral	test
sp|Q7NBX7|Y133_MYCGA	nonviral	val
sp|Q57724|KORA_METJA	nonviral	test
sp|Q4K434|ARGA_PSEF5	nonviral	test
sp|F4IWB3|SMR13_ARATH	nonviral	train
sp|B2ICY8|RS15_BEII9	nonviral	val
sp|Q3K3V8|RL24_STRA1	nonviral	test
sp|Q3J2K9|ISPD_CERS4	nonviral	train
sp|P0A8Z4|YBGC_ECOL6	nonviral	test
sp|D5A8I3|GNKL2_PICSI	nonviral	train
sp|B3ETM6|SYV_AMOA5	nonviral	train
sp|P10905|UGPA_ECOLI	nonviral	train
sp|Q8NGE0|O10AD_HUMAN	nonviral	val
sp|Q84F14|HPDA_CLODI	nonviral	train
sp|Q09354|YRY4_CAEEL	nonviral	test
sp|C5BKJ4|ATPE_TERTT	nonviral	train
sp|A0KQV3|HLDD_AERHH	nonviral	train
sp|A7ZTR0|RNPA_ECO24	nonviral	train
sp|A2CD41|NU4C_PROM3	nonviral	train
sp|P52158|RHO_ACIFI	nonviral	test
sp|Q8CEK3|SPIKL_MOUSE	nonviral	train
sp|A4X5N0|AMDT_SALTO	nonviral	train
sp|C6HRN2|GATB_AJECH	nonviral	test
sp|P16226|IPSG_MELME	nonviral	test
sp|Q57603|MVP_METJA	nonviral	val
sp|A0A3G9H8P0|CDMG_TALVE	nonviral	train
sp|Q32PX7|FUBP1_RAT	nonviral	test
sp|A1VCZ9|DAPA_NITV4	nonviral	train
sp|A8ALY7|RF3_CITK8	nonviral	train
sp|Q9U9A3|PPP6_DICDI	nonviral	val
sp|B6J8M4|RRF_COXB1	nonviral	train
sp|C3NGV2|AATB_SACI1	nonviral	val
sp|Q62MR4|GATA_BURMA	nonviral	train
sp|Q2SZI3|MURG_BURTA	nonviral	test
sp|B7KHH8|CYB6_GLOC7	nonviral	train
sp|Q9C809|B3GT8_ARATH	nonviral	train
sp|Q8WPD0|LECG_PATPE	nonviral	train
sp|Q1GJX8|ENGB_RUEST	nonviral	test
sp|Q823F2|IF2_CHLCV	nonviral	test
sp|D7GXG3|PORE_ZOBGA	nonviral	train
sp|Q8HXQ1|SODC_MACFA	nonviral	train
sp|Q5REF1|ZN181_PONAB	nonviral	test
sp|A4J6S4|MOAC_DESRM	nonviral	train
sp|B9JYP8|ADE_ALLAM	nonviral	test
sp|Q4WUD3|AMPP1_ASPFU	nonviral	train
sp|B9IY99|NADD_BACCQ	nonviral	val
sp|D2XV59|GTPB1_RAT	nonviral	test
sp|Q56253|TBP_THECE	nonviral	train
sp|Q5XC23|Y905_STRP6	nonviral	train
sp|A7MJ32|CSRA_CROS8	nonviral	val
sp|P51424|RL391_ARATH	nonviral	train
sp|B7LEM9|DEOB_ECO55	nonviral	val
sp|Q707Y0|MTAL2_YARLI	nonviral	train
sp|P37808|ATPA_BACSU	nonviral	train
sp|P51164|ATP4B_HUMAN	nonviral	val
sp|B3DZZ7|GPMA_METI4	nonviral	val
sp|B5EWK1|FRSA_SALA4	nonviral	test
sp|C1ANY5|KCY_MYCBT	nonviral	train
sp|Q9VKH0|COG8_DROME	nonviral	val
sp|O82802|SIR1_TOBAC	nonviral	val
sp|P45889|ACTZ_DROME	nonviral	train
sp|C3NDW8|DHYS_SACI7	nonviral	val
sp|B0KCH7|SYE1_THEP3	nonviral	train
sp|Q8CTI3|SAES_STAES	nonviral	train
sp|A7HZG1|NUSB_CAMHC	nonviral	val
sp|Q9WXB4|BCHN_ACIRU	nonviral	val
sp|Q8G700|FTHS_BIFLO	nonviral	train
sp|P50122|TIMP1_SHEEP	nonviral	train
sp|Q20679|PLOD_CAEEL	nonviral	train
sp|B4SQ23|RS2_STRM5	nonviral	test
sp|Q72SY2|ATPD_LEPIC	nonviral	val
sp|Q8VED5|K2C79_MOUSE	nonviral	train
sp|Q5REG8|SEP10_PONAB	nonviral	train
sp|Q89AJ4|GPMA_BUCBP	nonviral	val
sp|Q28554|G3P_SHEEP	nonviral	train
sp|P27736|SSG1_WHEAT	nonviral	train
sp|Q12L31|THII_SHEDO	nonviral	train
sp|Q8KAH8|RS3_CHLTE	nonviral	train
sp|Q9A8S9|RPOA_CAUVC	nonviral	train
sp|A4WIZ3|RS19_PYRAR	nonviral	train
sp|A8GNA3|YCIB_RICAH	nonviral	val
sp|O49595|HMGB1_ARATH	nonviral	val
sp|B4EUV6|RECA_PROMH	nonviral	train
sp|B7LNF7|PROA_ESCF3	nonviral	train
sp|Q1C5Q9|Y2248_YERPA	nonviral	train
sp|Q8CUN0|ARGB_OCEIH	nonviral	train
sp|Q58DA7|GLRX3_BOVIN	nonviral	train
sp|Q30ZH4|ISPE_OLEA2	nonviral	train
sp|D8Q364|LP9A_SCHCM	nonviral	train
sp|Q053X4|MURI_LEPBL	nonviral	train
sp|B1YRQ6|RL17_BURA4	nonviral	train
sp|Q6LN25|EFTS_PHOPR	nonviral	train
sp|Q8HQS7|MATK_PINPA	nonviral	train
sp|A0A411PQM3|AGN7_PAEDI	nonviral	test
sp|Q5A029|IFF3_CANAL	nonviral	train
sp|A6T5E8|RISB_KLEP7	nonviral	val
sp|B3GY04|CYAY_ACTP7	nonviral	train
sp|Q2NTD5|PROQ_SODGM	nonviral	train
sp|Q5JIY5|SPT4_THEKO	nonviral	test
sp|A8GMA5|RL10_RICAH	nonviral	train
sp|Q96GE6|CALL4_HUMAN	nonviral	test
sp|Q2W063|SUCC_PARM1	nonviral	train
sp|A5UBV1|DGTL1_HAEIE	nonviral	val
sp|Q04PU1|RL2_LEPBJ	nonviral	train
sp|B5RPW7|ACKA_BORRA	nonviral	val
sp|Q8WVK2|SNR27_HUMAN	nonviral	train
sp|B8G4I8|RUVC_CHLAD	nonviral	train
sp|A6NGY3|CE052_HUMAN	nonviral	train
sp|Q6JVE9|LCN8_HUMAN	nonviral	val
sp|Q91V01|MBOA5_MOUSE	nonviral	train
sp|P9WLI4|Y2206_MYCTO	nonviral	test
sp|Q5L8D1|IF1_BACFN	nonviral	train
sp|B0VUW1|EFTS_ACIBS	nonviral	train
sp|A4FLW3|MRAY_SACEN	nonviral	train
sp|P46683|YAR1_YEAST	nonviral	train
sp|Q3JMT7|RS11_BURP1	nonviral	train
sp|Q5HH27|FMTA_STAAC	nonviral	train
sp|Q9BWU0|NADAP_HUMAN	nonviral	val
sp|A0PWM0|RS14_MYCUA	nonviral	train
sp|Q9LF57|HIP21_ARATH	nonviral	train
sp|A4VW43|SYT_STRSY	nonviral	train
sp|Q9XQR3|PSBH_PEA	nonviral	train
sp|B0KPJ6|Y905_PSEPG	nonviral	train
sp|P0A4E8|RUBR3_RHOER	nonviral	train
sp|P34065|PSB5_CHICK	nonviral	train
sp|Q97KS6|POTA_CLOAB	nonviral	train
sp|P37734|MODA_AZOVI	nonviral	train
sp|B4ULB9|RL9_ANASK	nonviral	train
sp|Q6ZQK5|ACAP2_MOUSE	nonviral	test
sp|B6JM02|MOBA_HELP2	nonviral	train
sp|P51119|GLNA2_VITVI	nonviral	train
sp|A8ZTM3|RRF_DESOH	nonviral	train
sp|B0DMR6|AQP1_LACBS	nonviral	test
sp|Q5R6Y5|STRBP_PONAB	nonviral	train
sp|Q2J314|DAPB_RHOP2	nonviral	train
sp|Q91ZU9|NMD3B_MOUSE	nonviral	train
sp|P43045|Y865_MYCCT	nonviral	train
sp|Q9C9A2|PP112_ARATH	nonviral	train
sp|A8GR83|SYT_RICRS	nonviral	test
sp|B3R2P4|RL9_CUPTR	nonviral	train
sp|A3CLJ1|RSMG_STRSV	nonviral	val
sp|Q9FPS2|UBP25_ARATH	nonviral	train
sp|A9KUA7|TSAC_SHEB9	nonviral	train
sp|Q3ARV1|COBQ_CHLCH	nonviral	train
sp|Q5X765|RIMO_LEGPA	nonviral	train
sp|P38530|HSF2_CHICK	nonviral	train
sp|B7MYQ8|SSRP_ECO81	nonviral	val
sp|Q5P7M2|ENGB_AROAE	nonviral	test
sp|B9DND4|SYV_STACT	nonviral	val
sp|O67355|Y1336_AQUAE	nonviral	train
sp|Q2SSA5|PYRH_MYCCT	nonviral	test
sp|Q8BL80|RHG22_MOUSE	nonviral	train
sp|Q5WVQ1|RECX_LEGPL	nonviral	val
sp|A9M3Q2|KAD_NEIM0	nonviral	test
sp|P28741|KIF3A_MOUSE	nonviral	train
sp|A8F0D7|Y049_RICM5	nonviral	train
sp|Q9F771|XER_PSEAI	nonviral	train
sp|Q5HN61|RECX_STAEQ	nonviral	train
sp|Q90YL3|MED26_DANRE	nonviral	test
sp|B3PJA9|TRUD_CELJU	nonviral	train
sp|Q1IH35|FMT_PSEE4	nonviral	train
sp|Q76K71|OXD_RHOER	nonviral	val
sp|B0X5E3|KAD2_CULQU	nonviral	train
sp|C1CMZ0|ACKA_STRZP	nonviral	train
sp|Q72JS7|GLMM_THET2	nonviral	train
sp|O05564|METE_MYCLE	nonviral	val
sp|Q3SFS6|F16PA_THIDA	nonviral	test
sp|Q3K1D6|COAA_STRA1	nonviral	train
sp|B8Y445|RAMA_METBA	nonviral	test
sp|Q72MN0|PANB_LEPIC	nonviral	train
sp|Q70XZ2|YCF4_AMBTC	nonviral	val
sp|Q65D01|IOLB_BACLD	nonviral	val
sp|Q1MAL3|Y4541_RHIJ3	nonviral	train
sp|P60403|RL2_RHOPA	nonviral	train
sp|G5CTG0|AQP3_MILTA	nonviral	val
sp|B4S2E8|F16PA_ALTMD	nonviral	test
sp|Q9PBJ5|APAG_XYLFA	nonviral	val
sp|Q0TIV5|NAGK_ECOL5	nonviral	train
sp|Q2T9N1|F1142_BOVIN	nonviral	train
sp|B8J890|RS16_ANAD2	nonviral	test
sp|Q21L28|Y1339_SACD2	nonviral	train
sp|Q833J1|TCPF_ENTFA	nonviral	test
sp|O51343|SYY_BORBU	nonviral	test
sp|Q5F5T7|RL14_NEIG1	nonviral	train
sp|P29507|DHE4_SCHOC	nonviral	train
sp|Q9BX82|ZN471_HUMAN	nonviral	val
sp|Q4KJ69|HISZ_PSEF5	nonviral	train
sp|A8F9Q8|LDH_BACP2	nonviral	train
sp|Q14GT5|DER_FRAT1	nonviral	test
sp|Q9HD89|RETN_HUMAN	nonviral	test
sp|P26642|EF1GA_XENLA	nonviral	train
sp|Q96A46|MFRN2_HUMAN	nonviral	train
sp|Q6LWK3|NOP10_METMP	nonviral	train
sp|Q8DY25|GATA_STRA5	nonviral	train
sp|Q5LWK3|Y054_RUEPO	nonviral	train
sp|Q2NL05|KIF2A_BOVIN	nonviral	val
sp|B7NR40|ATP6_ECO7I	nonviral	train
sp|O00391|QSOX1_HUMAN	nonviral	train
sp|P27568|RBL_PROHO	nonviral	val
sp|A5EW23|KDSA_DICNV	nonviral	train
sp|Q8C0Q9|RPGF5_MOUSE	nonviral	test
sp|B8F3R8|EFTS_GLAP5	nonviral	train
sp|B2SQJ4|TAL_XANOP	nonviral	train
sp|Q21M89|EFG1_SACD2	nonviral	train
sp|B7VA59|YIDD_PSEA8	nonviral	train
sp|Q9LF88|Y3304_ARATH	nonviral	train
sp|Q634V7|GCSPA_BACCZ	nonviral	train
sp|P81154|CYC22_RHOCE	nonviral	val
sp|Q2FW22|RL18_STAA8	nonviral	train
sp|A4VYA3|SYR_STRSY	nonviral	val
sp|Q92ES1|Y387_LISIN	nonviral	train
sp|A4G8U6|RSMH_HERAR	nonviral	train
sp|Q0HNT6|RL4_SHESM	nonviral	train
sp|P0AEG5|DSBA_ECO57	nonviral	train
sp|O48556|IPYR_MAIZE	nonviral	train
sp|P36009|DHR2_YEAST	nonviral	train
sp|Q3JQ79|RECO_BURP1	nonviral	train
sp|A5UDB3|SLMA_HAEIE	nonviral	test
sp|Q5ZW00|RUVA_LEGPH	nonviral	train
sp|B5XNU9|5DNU_KLEV3	nonviral	train
sp|B5RPU9|GLYA_BORRA	nonviral	val
sp|P12117|PETD_DESSP	nonviral	test
sp|Q9XST2|GLUT4_CANLF	nonviral	test
sp|B2K7Z2|MENH_YERPB	nonviral	val
sp|P50924|PYRF_LACLM	nonviral	train
sp|Q3IHG8|TTCA_PSET1	nonviral	val
sp|B2TIH2|EFG_CLOBB	nonviral	train
sp|P23800|RCC1_MESAU	nonviral	train
sp|Q9LFG0|ZAT18_ARATH	nonviral	test
sp|Q4UUL4|NDK_XANC8	nonviral	train
sp|Q9BBN0|RPOA_MARQU	nonviral	train
sp|Q7U3X8|NDHH_PARMW	nonviral	train
sp|Q8P7V1|PNP_XANCP	nonviral	train
sp|B9WG98|IRC6_CANDC	nonviral	test
sp|Q6FVC6|CCM1_CANGA	nonviral	train
sp|Q9LRZ6|MYRS2_ARATH	nonviral	train
sp|P0CQ07|PALB_CRYD3	nonviral	val
sp|Q6AL19|FTHS_DESPS	nonviral	test
sp|Q4US36|OBG_XANC8	nonviral	val
sp|B4T675|UPPP_SALNS	nonviral	train
sp|Q8Z9I3|LEUD_SALTI	nonviral	train
sp|A7FKY8|LIPB_YERP3	nonviral	test
sp|B5E745|ALR_STRP4	nonviral	train
sp|Q66EE9|ERPA_YERPS	nonviral	test
sp|Q7ZWL6|MAF1_XENLA	nonviral	train
sp|P44306|RNPA_HAEIN	nonviral	train
sp|Q4FPY8|GLMU_PSYA2	nonviral	val
sp|A1RXY3|EF1B_THEPD	nonviral	train
sp|A2RRV9|NARFL_DANRE	nonviral	train
sp|A6H5Q1|CHLN_CYCTA	nonviral	test
sp|A2BZC2|RSGA_PROM1	nonviral	train
sp|Q2NFG2|SFSA_METST	nonviral	train
sp|Q6GFV0|PEPVL_STAAR	nonviral	test
sp|D3ZGP9|DRS7C_RAT	nonviral	val
sp|Q1AW05|AROC_RUBXD	nonviral	test
sp|B1XFV0|PDXH_ECODH	nonviral	train
sp|Q754J3|GSM1_EREGS	nonviral	val
sp|Q74ZF6|MET3_EREGS	nonviral	test
sp|P23789|XRE_BACSU	nonviral	train
sp|P03890|NU1M_XENLA	nonviral	train
sp|Q06GS2|ATPI_PIPCE	nonviral	train
sp|A4IZK6|GCSPA_FRATW	nonviral	val
sp|A0M0D7|RS6_CHRFK	nonviral	train
sp|B9MHX8|SYT_ACIET	nonviral	test
sp|B8ELG9|SYS_METSB	nonviral	test
sp|A6WQ07|PDXB_SHEB8	nonviral	train
sp|Q8PJE2|IF3_XANAC	nonviral	train
sp|Q6MUC7|END4_MYCMS	nonviral	test
sp|Q07834|YL032_YEAST	nonviral	train
